Warehouse Name,Status,Location,Price per SqFt,Total Square Footage,Total Price,Age of Warehouse,Distance to Highways (miles),Distance to Ports/Airports (miles),NOI,Cap Rate (%),Year of Last Renovation,Number of Loading Docks,Clear Height (ft),Parking and Storage Capacity,Warehouse Type,Zoning Regulations,Environmental Concerns,Neighboring Land Use,Condition of Property,Security Features,Energy Efficiency Features
Warehouse 418,Sold,Boston,85.87297271288571,124273,10671691.937948447,16,2.152115111920708,31.777857030935017,653854.2972825204,5.813873815186891,2019,10,20.817847418857056,121,Flex Space,Mixed-Use,None,Mixed-Use,Good,Basic,Solar Panels
Warehouse 419,Sold,Boston,144.32813753309654,177307,25590389.081580747,1,11.000915418228056,46.601481341246036,1878760.3099708809,8.81585082379562,2021,8,26.01422377079834,214,Dry Storage,Mixed-Use,Protected Area,Industrial,Good,Moderate,None
Warehouse 420,Sold,Cambridge,157.9036700044056,253500,40028580.34611682,63,19.58125439011797,34.12914626490324,1370432.685009755,9.579582625314448,1974,20,44.81583632902807,36,Flex Space,Commercial,Mild Pollution,Mixed-Use,Fair,Moderate,Green Roof
Warehouse 421,Sold,Boston,164.56843743339425,171129,28162432.129539326,21,11.154358939706617,16.054709130538303,282091.5437616251,4.723970488766934,1993,8,24.36647297121675,466,Dry Storage,Industrial,Mild Pollution,Mixed-Use,Fair,High,Insulated
Warehouse 422,Sold,Fall River,164.23508427507417,137311,22551283.65689471,30,3.8773245291459038,19.131201682997983,184409.3623625648,7.980234528219622,2009,9,34.01012131734021,80,Cold Storage,Mixed-Use,Protected Area,Mixed-Use,Fair,Moderate,None
Warehouse 423,Sold,Quincy,45.50503751827736,239746,10909650.724856924,13,11.685446278842536,27.973117078044083,992922.2090412197,6.104640239393526,1996,7,14.722180290402079,185,Distribution Center,Mixed-Use,None,Residential,Fair,High,None
Warehouse 424,Sold,Worcester,114.05145179943885,250546,28575135.042542208,34,4.168367421595981,39.71072723643422,479175.62879218126,9.795090847984357,1989,14,12.25099952444963,211,Cold Storage,Mixed-Use,High Pollution,Residential,Good,Moderate,Solar Panels
Warehouse 425,Sold,Brockton,39.78498920282953,201733,8025945.226854409,4,10.442114831600236,16.581145015676412,545270.2690836943,5.516444068295524,1956,28,26.479759579686903,257,Dry Storage,Mixed-Use,Protected Area,Mixed-Use,Good,Basic,None
Warehouse 426,Sold,Fall River,123.41990999503504,131945,16284640.024294898,28,1.5734401364557251,29.406827140575412,1761499.748714304,11.137903324304851,1995,2,33.1566613037087,127,Cold Storage,Industrial,High Pollution,Mixed-Use,Good,Basic,Green Roof
Warehouse 427,Sold,Fall River,105.06018523347409,50272,5281585.6320572095,95,12.14910511736665,17.935624685243674,224653.7474168058,7.447530692146615,1972,43,25.707964534357654,18,Flex Space,Mixed-Use,Mild Pollution,Industrial,Fair,Moderate,Insulated
Warehouse 428,Sold,Cambridge,180.90971106891095,356537,64501005.6553763,59,10.384119788650347,40.97270082712025,1444960.0246963347,5.584024242460428,1995,8,33.10943080643368,95,Flex Space,Commercial,Protected Area,Mixed-Use,Good,High,None
Warehouse 429,Sold,Fall River,89.65555213385338,328356,29438938.47646356,27,14.829211238353114,23.86967659462957,578727.3940921468,7.504174370802635,1962,13,30.603375046871403,32,Dry Storage,Commercial,High Pollution,Industrial,Poor,Moderate,None
Warehouse 430,Sold,Lawrence,49.901392792692995,151470,7558563.966309208,69,12.65093937605982,4.759418515791376,1532640.0317380684,7.269950102468223,1970,21,37.42828917144303,464,Distribution Center,Industrial,None,Residential,Fair,High,Green Roof
Warehouse 431,Sold,Lawrence,54.3085859489821,125030,6790202.501201232,25,11.037164743762057,9.136573552595282,1458702.199703912,7.431351675949682,1950,47,35.9812972426156,249,Flex Space,Mixed-Use,Protected Area,Mixed-Use,Poor,Moderate,Solar Panels
Warehouse 432,Sold,Lowell,159.45680739197027,323647,51607717.341989,3,13.82659910003761,3.9941287133619823,64414.2078163714,8.684490347979576,1968,28,26.969828128263202,82,Distribution Center,Mixed-Use,High Pollution,Industrial,Fair,Basic,Solar Panels
Warehouse 433,Sold,Boston,135.09707076376438,404854,54694589.48699307,97,2.964444080087394,25.465844354701936,1042814.0551971183,8.1693897993083,2009,35,26.99980961679453,36,Dry Storage,Commercial,Protected Area,Residential,Good,Basic,Insulated
Warehouse 434,Sold,Springfield,47.190854940874345,11570,545998.1916659161,68,11.94765725904622,6.210527570063131,321672.9906371904,5.198217053447221,1982,23,15.63113360048928,481,Distribution Center,Industrial,Protected Area,Industrial,Fair,High,Green Roof
Warehouse 435,Sold,Lawrence,44.298157039549565,335929,14881035.596138846,25,3.525000996173276,6.592858496171973,1739142.7096284197,4.5246325811730905,1953,46,30.52954288385837,358,Dry Storage,Commercial,Mild Pollution,Residential,Poor,Moderate,Solar Panels
Warehouse 436,Sold,Lowell,149.1647523480504,14110,2104714.6556309913,20,18.51789193625243,47.11136474188048,1749592.4715816928,9.835323589812324,1952,15,33.487165125427865,90,Cold Storage,Industrial,Mild Pollution,Mixed-Use,Fair,High,Insulated
Warehouse 437,Sold,Worcester,42.3697110819129,84141,3565029.860143233,34,1.4598486864275237,43.760098536626714,865774.3246128282,8.477739487426508,2001,2,29.05957589415305,93,Dry Storage,Industrial,None,Industrial,Poor,Basic,Insulated
Warehouse 438,Sold,Lawrence,169.71621007936056,17115,2904692.935508256,26,8.664457518846785,23.15224324375693,916571.4559796071,6.87200614463411,1977,12,23.02829340347996,208,Cold Storage,Industrial,Mild Pollution,Mixed-Use,Good,High,Solar Panels
Warehouse 439,Sold,Worcester,150.06117861660437,44062,6611995.652204822,5,13.946369805343352,49.304460721660085,641401.7318388278,10.466862579984591,2019,36,38.86594177006943,52,Dry Storage,Commercial,Mild Pollution,Industrial,Poor,Moderate,Green Roof
Warehouse 440,Sold,Worcester,43.82929270912296,290055,12712905.49674466,99,9.214642012198349,1.0091398803624925,1447382.2829720606,7.104467794087656,2019,3,12.986465785808964,497,Flex Space,Industrial,Mild Pollution,Residential,Good,High,None
Warehouse 441,Sold,Newton,44.42241139448262,109061,4844752.609093669,61,1.9326955393347567,31.084993357396296,749389.6579015953,10.367720716804861,2004,5,46.57761479016189,272,Flex Space,Commercial,High Pollution,Industrial,Poor,Moderate,Solar Panels
Warehouse 442,Sold,Boston,197.72872834519984,299700,59259299.88505639,92,11.112242420921476,31.204980691221632,572195.3253191358,6.4460490200989975,2006,3,10.825737581831731,101,Distribution Center,Commercial,Protected Area,Industrial,Good,Moderate,None
Warehouse 443,Sold,Fall River,93.62603527854046,476347,44598481.02682691,93,12.868474985664355,23.414709737624523,892850.566033791,4.582762380361598,1965,47,48.494005337531114,348,Dry Storage,Mixed-Use,Mild Pollution,Mixed-Use,Poor,Basic,None
Warehouse 444,Sold,Worcester,93.00916500137146,395479,36783171.56557738,9,14.1054669887111,20.45045067378035,228400.6608555445,11.461117550399432,1973,19,28.4942240373865,456,Dry Storage,Commercial,High Pollution,Mixed-Use,Good,Moderate,Green Roof
Warehouse 445,Sold,Brockton,168.17592643377543,6969,1172018.031316981,50,7.527870307808901,23.313773638549772,1505876.2490561975,7.156409034250985,2018,2,26.506797760141648,93,Dry Storage,Commercial,Protected Area,Mixed-Use,Good,Moderate,Green Roof
Warehouse 446,Sold,Springfield,191.032258155256,310897,59391355.963694625,6,11.316833423472367,21.333061367904342,74562.98247998458,10.341540582795023,1990,44,20.257760698527527,309,Distribution Center,Mixed-Use,Mild Pollution,Residential,Good,Moderate,Insulated
Warehouse 447,Sold,Fall River,197.62018084988804,481027,95060642.7336791,83,9.06866085128437,36.79413139663267,1306745.8699651582,6.233153065778436,1996,37,10.402845393291326,432,Flex Space,Mixed-Use,Mild Pollution,Mixed-Use,Poor,High,Green Roof
Warehouse 448,Sold,Cambridge,158.0742914940201,402686,63654304.14456097,60,13.47391517116984,7.632416313690919,406585.8271720012,9.170920896989248,2018,17,20.99161057687199,305,Dry Storage,Mixed-Use,Protected Area,Industrial,Poor,Basic,Insulated
Warehouse 449,Sold,Boston,93.96412954025567,126863,11920571.365865454,44,11.712783649763887,10.684321808965377,503187.8901181056,10.986486986061827,1980,14,14.375997018413358,144,Distribution Center,Industrial,High Pollution,Residential,Good,High,Solar Panels
Warehouse 450,Sold,Quincy,44.19512183877369,277369,12258356.749298818,11,10.562548769226783,9.845393191228757,1289482.397348078,4.333152178719843,1979,28,36.39283370773579,463,Dry Storage,Industrial,High Pollution,Mixed-Use,Fair,High,None
Warehouse 451,Sold,Lowell,162.11497570766426,128008,20752013.810386688,66,5.065534900081147,13.861058670941961,1986239.7582766688,10.645086117488713,1967,27,22.76299889282905,290,Cold Storage,Mixed-Use,None,Industrial,Good,Basic,Green Roof
Warehouse 452,Sold,Lynn,124.92872245508686,159268,19897147.767976772,47,0.14016850318985494,26.737662520297583,1566549.1036914738,8.57066403977543,1993,10,40.68717313614646,498,Dry Storage,Industrial,Protected Area,Industrial,Fair,High,Solar Panels
Warehouse 453,Sold,Lowell,102.11774157198597,110823,11316994.474232202,73,3.564225338697442,6.449228619572717,490387.28283561434,8.859774031268554,1976,3,18.276647493844678,68,Cold Storage,Mixed-Use,None,Residential,Good,High,Insulated
Warehouse 454,Sold,Worcester,184.0802454661051,280813,51692125.97007337,85,2.429614224340956,43.5402954709987,393248.2723302109,8.185264006447861,1975,36,46.00939429728438,406,Distribution Center,Industrial,High Pollution,Industrial,Poor,Moderate,Green Roof
Warehouse 455,Sold,Springfield,48.90357199204573,435596,21302200.34544715,88,9.036786425717839,15.570715034115143,1739154.0970219572,10.99580082626914,2009,38,30.9192606042333,368,Distribution Center,Commercial,Mild Pollution,Mixed-Use,Fair,High,None
Warehouse 456,Sold,Cambridge,113.74626772944606,391542,44536441.15932277,98,12.283937200160707,8.964361385966685,916158.6984469334,4.3474668578851,1967,25,14.580247858759257,497,Flex Space,Industrial,None,Industrial,Poor,Basic,Solar Panels
Warehouse 457,Sold,Lawrence,31.93011961046124,115677,3693580.4461793248,86,4.340391672827682,34.10544417031392,317252.96551490313,6.088227132286785,2005,22,26.033809426139157,351,Dry Storage,Industrial,High Pollution,Mixed-Use,Fair,High,Green Roof
Warehouse 458,Sold,Fall River,109.67230913900147,251958,27632815.666044533,3,18.787236209747025,2.866228729366645,1731312.2754777793,11.006100310873244,1980,48,18.270420962790467,250,Distribution Center,Commercial,High Pollution,Mixed-Use,Fair,Moderate,Green Roof
Warehouse 459,Sold,Brockton,39.57155686591235,53320,2109955.4120904463,76,0.2329743715553668,31.378459678834044,1641380.0881828098,10.018765620255648,2008,39,17.987417046727167,474,Flex Space,Mixed-Use,Mild Pollution,Residential,Fair,High,Solar Panels
Warehouse 460,Sold,New Bedford,50.19904576557222,445630,22370200.76451195,92,15.468790201790322,35.211723103148486,1968617.409599469,4.141161281428847,1951,47,30.254789506088358,377,Dry Storage,Industrial,Protected Area,Industrial,Fair,Basic,Insulated
Warehouse 461,Sold,Lowell,49.979461952107826,151649,7579335.4255752,30,12.541574913655799,11.53091003794924,1824000.1890897336,8.13605026567767,1988,30,36.875680625454905,351,Distribution Center,Industrial,High Pollution,Residential,Poor,Moderate,Insulated
Warehouse 462,Sold,New Bedford,140.3657513597308,130354,18297237.15274635,90,7.533740540848869,3.05623959873808,1710991.1603880562,8.236581445701399,2010,21,46.464728220137125,107,Cold Storage,Commercial,None,Residential,Fair,High,Green Roof
Warehouse 463,Sold,Fall River,156.82762947512197,93009,14586380.989851618,21,1.1047299938069177,18.81862258705303,152520.07573145613,7.207057081023283,2012,30,30.086480430546136,71,Distribution Center,Commercial,Mild Pollution,Residential,Good,Basic,Insulated
Warehouse 464,Sold,Springfield,129.17269006651713,262437,33899693.262986556,28,12.586982778507158,5.831117281854887,253609.97052133016,6.379146656495918,1967,28,48.633551002333206,273,Cold Storage,Commercial,Protected Area,Mixed-Use,Good,Basic,Insulated
Warehouse 465,Sold,New Bedford,193.56933324067214,453625,87807888.7912999,90,7.773708906026395,6.707414633993516,1159517.2288930395,9.453798803298737,1966,31,47.665394082934746,122,Flex Space,Commercial,Protected Area,Mixed-Use,Fair,High,Solar Panels
Warehouse 466,Sold,Lowell,93.72799851902968,33625,3151603.950202373,62,18.73171607432306,13.458800340798364,1086384.5302495507,5.6623237176380306,1988,26,44.602501199374416,438,Flex Space,Mixed-Use,Protected Area,Mixed-Use,Poor,High,Insulated
Warehouse 467,Sold,Quincy,78.57105466791631,217112,17058718.821060646,33,10.88560249030634,15.477928306711206,943028.2682545942,10.391588496573648,2020,43,29.999090598496743,155,Dry Storage,Industrial,High Pollution,Mixed-Use,Poor,Moderate,Insulated
Warehouse 468,Sold,Lynn,177.66185179220824,291233,51740994.08300018,85,18.799065074740813,26.96854671004961,823739.1845584392,10.424297286139774,2003,22,15.636157747519341,225,Dry Storage,Industrial,Protected Area,Industrial,Fair,High,Solar Panels
Warehouse 469,Sold,New Bedford,68.01129254830695,41487,2821584.4939516108,35,4.487625500118751,34.24120238964764,890860.4454854414,7.322091500582564,1984,21,18.716178792615395,265,Dry Storage,Industrial,High Pollution,Industrial,Poor,Moderate,Green Roof
Warehouse 470,Sold,Quincy,193.74783170490392,464054,89909456.29398748,52,14.541945616245654,30.045776102639053,1160130.9715628508,6.268384087277181,1960,1,35.906800108479025,325,Flex Space,Industrial,Mild Pollution,Mixed-Use,Poor,High,Green Roof
Warehouse 471,Sold,Quincy,32.06626069726878,233071,7473715.446973132,34,12.38325551488964,8.269656527186324,54049.209320158356,6.271025452725706,2010,37,26.870199211367844,325,Cold Storage,Mixed-Use,Mild Pollution,Mixed-Use,Poor,Basic,Solar Panels
Warehouse 472,Sold,Worcester,194.87940054029863,377592,73584902.60881244,41,14.814223773643103,9.432215590178695,558382.1095590618,7.858330591969681,1993,13,15.872065270159856,371,Dry Storage,Industrial,Protected Area,Industrial,Fair,Basic,None
Warehouse 473,Sold,Lynn,37.33718503159794,493011,18407642.929613132,51,4.371890493053481,44.05969323985281,1060645.4553429866,9.75663379799487,2017,21,29.159757345572416,267,Dry Storage,Mixed-Use,Mild Pollution,Residential,Good,Basic,Solar Panels
Warehouse 474,Sold,Brockton,181.49432932867208,317282,57584883.79805973,47,13.333390873131696,28.359263438141568,1458321.3924136101,6.87094952795087,1974,46,10.697221820081836,203,Flex Space,Mixed-Use,None,Residential,Good,Basic,None
Warehouse 475,Sold,Newton,119.70918854467098,178895,21415375.284698915,82,10.011003821831691,43.62695381198676,389605.5501710228,8.880346763662011,1997,9,39.35581483598373,356,Cold Storage,Commercial,None,Mixed-Use,Good,Moderate,Insulated
Warehouse 476,Sold,Lowell,198.80401534028107,435424,86564039.57552655,58,14.882217000635693,19.205779054673844,1116418.2888854942,7.059875684660755,1981,17,12.943251779587634,23,Distribution Center,Commercial,High Pollution,Residential,Good,Basic,Green Roof
Warehouse 477,Sold,Cambridge,42.545416005017806,321205,13665800.347891744,75,6.608188418621173,31.10560036413487,1443196.3835772744,6.436185513211067,1953,47,35.16454479648476,313,Dry Storage,Industrial,Protected Area,Mixed-Use,Good,Moderate,None
Warehouse 478,Sold,Fall River,124.15522834822454,428875,53247073.5578448,57,17.812134806758525,26.659507386675926,917023.9329321141,4.198876127326353,1987,21,41.72041230502398,112,Distribution Center,Mixed-Use,High Pollution,Mixed-Use,Poor,Moderate,None
Warehouse 479,Sold,Cambridge,194.78143105524683,106376,20720069.509932935,23,1.7775961607658723,16.637051001202664,102808.21065659955,4.031312845883125,2012,31,15.305754978158621,254,Distribution Center,Commercial,Mild Pollution,Mixed-Use,Poor,Moderate,Insulated
Warehouse 480,Sold,New Bedford,118.9266335089253,430106,51151058.63198983,48,16.16306744394464,24.025853229646174,926072.9090079917,5.817661422656036,1996,39,30.7455476266405,254,Dry Storage,Mixed-Use,Protected Area,Industrial,Poor,High,Green Roof
Warehouse 481,Sold,Lynn,136.99776848299462,346278,47439313.27475441,22,17.240260553720308,25.62205296451967,628067.5311010986,7.2512502944079635,1950,22,41.16270057437879,321,Flex Space,Commercial,High Pollution,Residential,Fair,Moderate,Insulated
Warehouse 482,Sold,New Bedford,148.27727712738493,314199,46588572.19614722,17,16.363320996199743,10.837777763077252,1862816.7350175902,10.810089338896482,1952,12,20.425338190280055,277,Dry Storage,Mixed-Use,Protected Area,Industrial,Poor,High,Green Roof
Warehouse 483,Sold,Lynn,107.27198101052144,248341,26640031.036133904,69,10.303255245809341,16.435508246459847,292996.10207273834,10.387873943443402,2011,6,16.516663720064763,233,Cold Storage,Industrial,Protected Area,Residential,Good,Moderate,Green Roof
Warehouse 484,Sold,Lowell,136.68487361429078,286652,39180992.39128368,11,8.823861102612149,39.7790777748418,1322328.1132391028,6.137322100703919,2013,16,23.472764438698274,229,Cold Storage,Industrial,High Pollution,Industrial,Poor,High,Insulated
Warehouse 485,Sold,Fall River,129.33343302692703,440503,56971765.24866044,94,19.92561950184505,45.87362373325223,152803.54435227724,5.956323543874395,1966,26,32.187967063332636,320,Dry Storage,Mixed-Use,Protected Area,Industrial,Good,High,None
